pid,name,username,cpu_percent,memory_percent,utime,stime,cutime,cstime
1514,com.apple.CoreSimulator.CoreSimulatorService,jachian,0.0,0.07734298706054688,0.231652368,0.413691104,0.0,0.0
1516,ImageIOXPCService,jachian,0.0,0.039005279541015625,0.190776192,0.180784848,0.0,0.0
1519,com.apple.appkit.xpc.openAndSavePanelService,jachian,0.0,0.2567291259765625,1.596754688,1.35388608,0.0,0.0
1521,SafariNotificationAgent,jachian,0.0,0.14891624450683594,0.06598856,0.036271388,0.0,0.0
1522,QuickLookUIService,jachian,0.0,0.11391639709472656,0.370657952,0.37662064,0.0,0.0
1525,SimulatorTrampoline,jachian,0.0,0.075531005859375,0.131913488,0.1511872,0.0,0.0
1526,PlugInLibraryService,jachian,0.0,0.011539459228515625,0.006521746,0.012095342,0.0,0.0
1533,passd,jachian,0.0,0.12102127075195312,0.525573024,0.689333696,0.0,0.0
1543,com.apple.Safari.SafeBrowsing.Service,jachian,0.0,0.40073394775390625,14.606497792,3.270237952,0.0,0.0
1544,com.apple.Safari.SearchHelper,jachian,0.0,0.07944107055664062,2.254000128,1.097668736,0.0,0.0
1545,osanalyticshelper,root,0.0,0.06608963012695312,0.59851392,0.154330064,0.0,0.0
1553,webpushd,jachian,0.0,0.04210472106933594,0.038882776,0.028334128,0.0,0.0
1584,gamecontrolleragentd,jachian,0.0,0.04191398620605469,0.409553696,0.550605888,0.0,0.0
1601,com.apple.WebKit.WebContent,jachian,0.0,0.46482086181640625,76.733423616,35.829424128,0.0,0.0
1611,akd,root,0.0,0.059795379638671875,0.162585696,0.191102688,0.0,0.0
1612,com.apple.WebKit.WebContent,jachian,0.0,0.3542900085449219,5.52706304,2.482191616,0.0,0.0
1705,MTLCompilerService,jachian,0.0,0.013685226440429688,0.039378132,0.20235152,0.0,0.0
1706,distnoted,_rmd,0.0,0.012540817260742188,0.151163056,0.20725904,0.0,0.0
1707,InteractiveLegacyProfilesSubscriber,_rmd,0.0,0.06661415100097656,0.094643032,0.054687504,0.0,0.0
1708,systemstats,root,0.0,0.03304481506347656,0.093986384,0.191880656,0.0,0.0
1733,extensionkitservice,jachian,0.0,0.03218650817871094,0.028050528,0.030207824,0.0,0.0
1734,adprivacyd,jachian,0.0,0.10046958923339844,0.479044512,0.392741152,0.0,0.0
1736,SafariLinkExtension,jachian,0.0,0.06718635559082031,0.037882436,0.051091096,0.0,0.0
1738,CalendarFocusConfigurationExtension,jachian,0.0,0.08096694946289062,0.029281968,0.030884016,0.0,0.0
1739,MailShortcutsExtension,jachian,0.0,0.09675025939941406,0.03008326,0.033129682,0.0,0.0
1752,LegacyProfilesSubscriber,_rmd,0.0,0.06661415100097656,0.082827776,0.064376696,0.0,0.0
1753,MessagesActionExtension,jachian,0.0,0.08072853088378906,0.025596808,0.031296804,0.0,0.0
1764,mdbulkimport,_spotlight,0.0,0.05469322204589844,2.870202368,1.786515968,0.0,0.0
1765,mdworker,jachian,0.0,0.06046295166015625,0.21148768,0.323524512,0.0,0.0
1766,PasscodeSettingsSubscriber,_rmd,0.0,0.06656646728515625,0.080275152,0.05084502,0.0,0.0
1793,trustd,_spotlight,0.0,0.0335693359375,0.669894592,0.193655568,0.0,0.0
1794,assistant_service,jachian,0.0,0.26917457580566406,14.648547328,5.63813888,0.0,0.0
1795,AccountSubscriber,_rmd,0.0,0.056171417236328125,0.079794496,0.03108796,0.0,0.0
1805,ManagementTestSubscriber,_rmd,0.0,0.029039382934570312,0.081373464,0.0339507,0.0,0.0
1807,mdworker,_spotlight,0.0,0.04749298095703125,0.238546256,0.2716672,0.0,0.0
1826,weatherd,jachian,0.0,0.07739067077636719,0.183167136,0.261810432,0.0,0.0
1979,devicecheckd,jachian,0.0,0.023984909057617188,0.034754204,0.019422064,0.0,0.0
1993,storeaccountd,jachian,0.0,0.0919342041015625,0.103942352,0.046425208,0.0,0.0
2067,memoryanalyticsd,root,0.0,0.024461746215820312,0.014227765,0.0245432,0.0,0.0
2068,mobileactivationd,root,0.0,0.017261505126953125,0.031148822,0.018803168,0.0,0.0
2072,com.apple.WebKit.WebContent,jachian,0.0,2.4957656860351562,343.303716864,54.96088576,0.0,0.0
2097,com.apple.WebKit.GPU,jachian,0.0,0.13527870178222656,3.864750336,3.083559936,0.0,0.0
2110,reversetemplated,jachian,0.0,0.07271766662597656,0.138558048,0.16072136,0.0,0.0
2111,CrashReporterSupportHelper,root,0.0,0.0202178955078125,0.013231567,0.0247961,0.0,0.0
2137,MTLCompilerService,jachian,0.0,0.09212493896484375,0.072254992,0.020528904,0.0,0.0
2316,proactiveeventtrackerd,jachian,0.0,0.04124641418457031,0.176210352,0.092241952,0.0,0.0
2557,containermanagerd,_spotlight,0.0,0.013446807861328125,0.034068768,0.019678176,0.0,0.0
2591,tzd,root,0.0,0.028371810913085938,0.015544244,0.016225456,0.0,0.0
2712,EscrowSecurityAlert,jachian,0.0,0.09570121765136719,0.088306512,0.095936416,0.0,0.0
3304,csimporter,jachian,0.0,0.05779266357421875,0.021209492,0.024950358,0.0,0.0
3305,com.apple.mail.SpotlightIndexExtension,jachian,0.0,0.08592605590820312,0.02568211,0.03449634,0.0,0.0
3308,com.apple.Notes.SpotlightIndexExtension,jachian,0.0,0.10886192321777344,0.06325962,0.041861752,0.0,0.0
3309,MobileSMSSpotlightImporterCatalyst,jachian,0.0,0.16012191772460938,0.155358096,0.105890024,0.0,0.0
3403,ssh-agent,jachian,0.0,0.011730194091796875,0.180813968,0.043137948,0.0,0.0
4200,com.apple.WebKit.WebContent,jachian,0.0,0.5757331848144531,297.613262848,69.77490944,0.0,0.0
4230,com.apple.WebKit.WebContent,jachian,0.0,0.33011436462402344,1.608000256,1.184328192,0.0,0.0
4231,MTLCompilerService,jachian,0.0,0.11811256408691406,0.115904112,0.051957704,0.0,0.0
5450,MTLCompilerService,jachian,0.0,0.09331703186035156,0.081592208,0.031871088,0.0,0.0
5451,com.apple.WebKit.WebContent,jachian,0.0,0.36911964416503906,3.9010176,1.978544896,0.0,0.0
5480,com.apple.audio.SandboxHelper,jachian,0.0,0.028514862060546875,0.040060656,0.014666643,0.0,0.0
5498,CategoriesService,jachian,0.0,0.0461578369140625,0.03452184,0.036103184,0.0,0.0
5587,mediaanalysisd,jachian,0.0,0.2745628356933594,4.111065856,2.822807296,0.0,0.0
5764,MTLCompilerService,jachian,0.0,0.09999275207519531,0.093150232,0.044818112,0.0,0.0
5854,com.apple.WebKit.WebContent,jachian,0.0,0.36220550537109375,4.839340544,2.215906048,0.0,0.0
5882,com.apple.WebKit.WebContent,jachian,0.0,0.3638267517089844,2.313103616,1.1260704,0.0,0.0
5886,com.apple.WebKit.WebContent,jachian,0.0,0.3651142120361328,2.714085888,1.269111808,0.0,0.0
5904,com.apple.WebKit.WebContent,jachian,0.0,0.3687858581542969,5.888244736,2.739295232,0.0,0.0
5934,com.apple.WebKit.WebContent,jachian,0.0,0.32024383544921875,1.186792448,0.860977216,0.0,0.0
5950,com.apple.WebKit.WebContent,jachian,0.0,0.408172607421875,4.837534208,2.488753664,0.0,0.0
7545,QuickLookSatellite,jachian,0.0,0.20427703857421875,10.462893056,1.730201344,0.0,0.0
7578,MTLCompilerService,jachian,0.0,0.09503364562988281,0.051928512,0.026667336,0.0,0.0
7594,com.apple.WebKit.WebContent,jachian,0.0,0.42591094970703125,11.236939776,6.119662592,0.0,0.0
7595,MTLCompilerService,jachian,0.0,0.01430511474609375,0.087621632,0.021867308,0.0,0.0
7641,PlugInLibraryService,jachian,0.0,0.011491775512695312,0.005485323,0.011127032,0.0,0.0
7642,ThumbnailExtension_macOS,jachian,0.0,0.11730194091796875,0.14804968,0.062022356,0.0,0.0
7643,TextEdit,jachian,0.0,0.31685829162597656,30.80747008,4.994313728,0.0,0.0
7644,XprotectService,jachian,0.0,0.047397613525390625,0.044132564,0.023992388,0.0,0.0
7673,mdwrite,jachian,0.0,0.042057037353515625,0.04468074,0.048936712,0.0,0.0
7684,com.apple.appkit.xpc.openAndSavePanelService,jachian,0.0,0.25687217712402344,1.536433664,1.216412288,0.0,0.0
7685,QuickLookUIService,jachian,0.0,0.1140594482421875,0.387449216,0.390924512,0.0,0.0
8087,com.apple.audio.SandboxHelper,root,0.0,0.028514862060546875,0.027209084,0.012188198,0.0,0.0
8577,com.apple.WebKit.WebContent,jachian,0.0,0.8067607879638672,34.054672384,17.554417664,0.0,0.0
11508,CallHistorySyncHelper,jachian,0.0,0.08254051208496094,0.158425456,0.177804704,0.0,0.0
12440,MTLCompilerService,jachian,0.0,0.11963844299316406,0.207353984,0.065468472,0.0,0.0
16374,Code Helper (Plugin),jachian,0.0,0.35996437072753906,2.564467712,1.112019072,0.0,0.0
16395,Python,jachian,0.0,0.11043548583984375,2.807831552,0.7443344,0.0,0.0
16427,Python,jachian,0.0,0.020551681518554688,0.133709904,0.043937832,0.0,0.0
16440,Code Helper (Plugin),jachian,0.0,2.5867462158203125,65.586118656,7.09827072,0.0,0.0
19248,DropboxFileProvider,jachian,0.0,0.2010345458984375,14.487228416,4.67707136,0.0,0.0
19250,DropboxFileProviderCH,jachian,0.0,0.022220611572265625,0.0174034,0.03930652,0.0,0.0
19410,ShipIt,jachian,0.0,0.03800392150878906,0.012942644,0.015767413,0.0,0.0
19433,Code Helper (Plugin),jachian,0.0,0.17986297607421875,1.92101696,0.652214528,0.0,0.0
20117,Code Helper (Plugin),jachian,0.0,0.1301288604736328,0.783453888,0.45279296,0.0,0.0
21145,PowerChime,jachian,0.0,0.11348724365234375,0.219724352,0.276503456,0.0,0.0
21146,AquaAppearanceHelper,jachian,0.0,0.08497238159179688,0.14802504,0.175011616,0.0,0.0
23289,ASPCarryLog,root,0.0,0.04367828369140625,0.037953856,0.041288248,0.0,0.0
23291,backgroundassets.user,jachian,0.0,0.05125999450683594,0.02773306,0.063188448,0.0,0.0
23292,intelligenceplatformd,jachian,0.0,0.07596015930175781,0.238521024,0.371823584,0.0,0.0
23293,mapspushd,jachian,0.0,0.1178741455078125,1.257687296,0.686240256,0.0,0.0
23651,com.apple.WebKit.WebContent,jachian,0.0,0.2948284149169922,0.834431296,0.541532096,0.0,0.0
24716,tipsd,jachian,0.0,0.12154579162597656,0.46849216,0.526830112,0.0,0.0
24726,dprivacyd,root,0.0,0.04858970642089844,0.101465672,0.076004176,0.0,0.0
24756,sirittsd,jachian,0.0,0.07061958312988281,0.134399824,0.12193964,0.0,0.0
24798,appleaccountd,jachian,0.0,0.08215904235839844,0.1227104,0.178797008,0.0,0.0
24821,microstackshot,root,0.0,0.031375885009765625,0.015088836,0.024970272,0.0,0.0
24841,localizationswitcherd,jachian,0.0,0.03848075866699219,0.0129199,0.021429832,0.0,0.0
24842,GameControllerConfigService,_gamecontrollerd,0.0,0.026798248291015625,0.079942832,0.04157016,0.0,0.0
24844,AssetCacheLocatorService,_assetcache,0.0,0.04711151123046875,0.139644416,0.146521168,0.0,0.0
24845,com.apple.StreamingUnzipService,_nsurlsessiond,0.0,0.026416778564453125,0.194647392,0.447561664,0.0,0.0
24884,periodic-wrapper,root,0.0,0.00209808349609375,0.003527486,0.010264171,0.0,0.0
25001,RemoteManagementAgent,jachian,0.0,0.04687309265136719,0.123554632,0.11954964,0.0,0.0
25002,InteractiveLegacyProfilesSubscriber,jachian,0.0,0.06685256958007812,0.088040072,0.119279704,0.0,0.0
25006,LegacyProfilesSubscriber,jachian,0.0,0.06685256958007812,0.058983452,0.03796298,0.0,0.0
25007,PasscodeSettingsSubscriber,jachian,0.0,0.06680488586425781,0.086841632,0.04624818,0.0,0.0
25008,AccountSubscriber,jachian,0.0,0.06852149963378906,0.08236764,0.041600176,0.0,0.0
25009,ManagementTestSubscriber,jachian,0.0,0.03170967102050781,0.060591068,0.029995192,0.0,0.0
25122,sysdiagnose,root,0.0,0.03314018249511719,0.012394264,0.029934936,0.0,0.0
25127,AMPArtworkAgent,jachian,0.0,0.08387565612792969,0.029456774,0.02684636,0.0,0.0
25313,proactived,jachian,0.0,0.04324913024902344,0.037698744,0.048429236,0.0,0.0
25370,media-indexer,jachian,0.0,0.16579627990722656,1.578863488,1.498146432,0.0,0.0
25371,AMPLibraryAgent,jachian,0.0,0.16260147094726562,0.98613632,0.872685312,0.0,0.0
25372,PodcastContentService,jachian,0.0,0.06394386291503906,0.031361124,0.08465204,0.0,0.0
25373,com.apple.BKAgentService,jachian,0.0,0.07381439208984375,0.107499536,0.1335804,0.0,0.0
25375,com.apple.audio.SandboxHelper,jachian,0.0,0.028514862060546875,0.058357904,0.02431986,0.0,0.0
25421,ospredictiond,root,0.0,0.06008148193359375,0.028585108,0.043663072,0.0,0.0
26610,com.apple.WebKit.WebContent,jachian,0.0,0.4417896270751953,16.584093696,6.093403648,0.0,0.0
26614,com.apple.WebKit.WebContent,jachian,0.0,0.3756523132324219,3.283707136,1.629500928,0.0,0.0
26620,MTLCompilerService,jachian,0.0,0.0995635986328125,0.116312744,0.046503336,0.0,0.0
29328,com.apple.WebKit.WebContent,jachian,0.0,0.49076080322265625,17.174148096,4.679386624,0.0,0.0
29340,com.apple.WebKit.WebContent,jachian,0.0,0.4061698913574219,6.3742976,2.873477632,0.0,0.0
32153,com.apple.WebKit.WebContent,jachian,0.0,0.4684925079345703,9.394543616,3.606774016,0.0,0.0
32160,MTLCompilerService,jachian,0.0,0.11224746704101562,0.158705888,0.04098564,0.0,0.0
32161,com.apple.WebKit.WebContent,jachian,0.0,0.5903244018554688,51.130441728,14.044491776,0.0,0.0
32204,MTLCompilerService,jachian,0.0,0.12316703796386719,0.242750448,0.0642232,0.0,0.0
32396,com.apple.WebKit.WebContent,jachian,0.0,0.40764808654785156,3.926980096,2.130870784,0.0,0.0
34203,VTDecoderXPCService,jachian,0.0,0.048160552978515625,0.111408424,0.123289816,0.0,0.0
34211,metrickitd,jachian,0.0,0.02803802490234375,0.035331216,0.023133574,0.0,0.0
34249,contactsdonationagent,jachian,0.0,0.10685920715332031,3.965769984,0.8748336,0.0,0.0
34257,XProtect,root,0.0,0.013971328735351562,0.009551624,0.030900494,0.0,0.0
34258,XProtectPluginService,root,0.0,0.030612945556640625,0.207120992,0.227683488,0.0,0.0
34588,com.apple.WebKit.WebContent,jachian,0.0,0.3948688507080078,3.012361984,1.593482624,0.0,0.0
34591,MTLCompilerService,jachian,0.0,0.10919570922851562,0.218356368,0.050643816,0.0,0.0
39061,MTLCompilerService,jachian,0.0,0.1216888427734375,0.08433408,0.054339704,0.0,0.0
39435,com.apple.WebKit.WebContent,jachian,0.0,0.3867626190185547,6.9528704,3.021548544,0.0,0.0
39523,com.apple.WebKit.WebContent,jachian,0.0,0.36339759826660156,0.486170592,0.186756576,0.0,0.0
39525,MTLCompilerService,jachian,0.0,0.11258125305175781,0.06013656,0.028073646,0.0,0.0
39547,com.apple.WebKit.WebContent,jachian,0.0,0.43964385986328125,2.231492608,1.22265856,0.0,0.0
39548,MTLCompilerService,jachian,0.0,0.10437965393066406,0.090966816,0.028958076,0.0,0.0
